 11 3400.006836 1.091E-23 1.512E-01.03700.271 1080.38540.32-.008505          0 2 0          0 0 0 10  1  9        9  2  8      487777305910162545    21.0   19.0
 11 3400.056823 1.516E-30 2.753E-03.01880.265 3766.38470.270.001160          0 2 0          0 0 0 12 11  2       12 12  1      332230807260713049    75.0   75.0
 11 3400.175830 4.095E-30 8.690E-01.02380.208 4564.08610.220.000260          0 3 0          0 1 0 15  4 12       16  1 15      432230807294713152    31.0   33.0
 11 3400.274632 6.836E-30 9.617E-01.06550.371 4526.71980.58-.004170          2 0 0          1 0 0  6  4  3        6  5  2      432230807294713152    39.0   39.0
 11 3400.335955 6.194E-28 2.090E-04.07310.281 1998.99530.71-.015230          1 0 0          0 0 0 12  2 11       11  5  6      434223807360713049    75.0   69.0
 11 3400.397218 4.070E-27 2.901E-03.09910.456 1664.96460.750.009110          0 3 0          0 1 0  3  3  1        2  0  2      434223807294713152     7.0    5.0
 11 3400.405647 1.322E-24 2.878E+01.03860.248 2613.10480.39-.008117          0 0 1          0 0 0 11  7  4       12  7  5      587727805910163045    23.0   25.0
 11 3400.444408 1.858E-27 1.460E-02.08910.391 2251.69530.71-.008780          0 1 1          0 1 0  5  0  5        5  4  2      434223807294713152    11.0   11.0
 11 3400.550964 6.500E-26 6.312E-03.05270.333 1411.64190.61-.008290          0 2 0          0 0 0  7  7  1        8  6  2      444223305960713049    15.0   17.0
 11 3400.557434 3.189E-28 3.455E-07.07810.371  648.97870.670.000000          1 0 0          0 0 0  5  1  4        6  3  4     q5422308079917122 0    33.0   39.0
 11 3400.565931 3.891E-24 2.820E+01.04040.244 2612.79990.60-.008053          0 0 1          0 0 0 11  7  5       12  7  6      587777305910162545    69.0   75.0
 11 3400.581432 1.751E-25 5.667E-03.05260.242 1411.61150.61-.008270          0 2 0          0 0 0  7  7  0        8  6  3      454723305960163049    45.0   51.0
 11 3400.647962 1.746E-25 1.164E+00.06680.265 2612.79990.640.003390          0 0 1          0 0 0 12  5  7       12  7  6      564223307260713049    75.0   75.0
 11 3400.650877 3.244E-23 3.907E+00.03300.261 1525.13600.12-.012895          1 0 0          0 0 0 10  1  9       11  2 10      587777595910162545    21.0   23.0
 11 3400.658537 2.524E-28 2.741E-01.03670.235 3465.06930.34-.006170          1 0 0          0 0 0 14  7  7       14  8  6      434233807360713049    29.0   29.0
 11 3400.714405 3.356E-27 6.450E+00.04110.208 3822.24630.39-.000850          1 0 0          0 0 0 15  7  8       16  6 11      334223807360713049    93.0   99.0
 11 3400.757722 4.015E-30 1.114E+00.07370.352 4695.83620.66-.002090          2 0 0          1 0 0  7  4  3        7  5  2      432230807294713152    45.0   45.0
 11 3400.798857 1.640E-30 1.666E-03.04020.235 3465.06930.41-.008900          1 0 0          0 0 0 15  5 11       14  8  6      432230807360713049    31.0   29.0
 11 3400.877412 2.662E-28 1.175E+00.03690.208 4006.07430.35-.015600          1 0 0          0 0 0 16  6 11       16  7 10      434233807360713049    99.0   99.0
 11 3400.950060 3.380E-28 1.038E-02.07750.333 2595.81300.690.005480          0 3 0          0 1 0  7  5  3        8  2  6      434223807294713152    15.0   17.0
 11 3400.992221 1.123E-25 1.865E+00.08690.352 2439.95450.71-.005930          1 1 0          0 1 0  6  2  4        7  3  5      464223305994713152    13.0   15.0
 11 3401.053391 1.142E-22 4.908E+00.01860.230 1557.84770.06-.010804          1 0 0          0 0 0 11  0 11       12  1 12      587777595910162545    69.0   75.0
 11 3401.092371 3.795E-23 4.893E+00.01850.230 1557.84440.09-.010881          1 0 0          0 0 0 11  1 11       12  0 12      587777595910162545    23.0   25.0
 11 3401.156548 2.478E-29 2.278E+00.05610.315 4268.24080.48-.014850          1 2 0          0 2 0  8  1  7        9  2  8      434253807294713152    17.0   19.0
 11 3401.163540 5.389E-26 1.727E-01.09040.391 2251.86250.73-.005060          0 1 1          0 1 0  4  2  2        5  4  1      564223307294713152    27.0   33.0
 11 3401.170339 4.520E-25 1.020E-01.07260.439 1899.00820.65-.001290          0 2 0          0 0 0 11  5  6       11  4  7      464723305960163049    69.0   69.0
 11 3401.199462 2.322E-30 9.805E-01.06980.371 4526.72040.63-.002830          2 0 0          1 0 0  6  4  2        6  5  1      432230807294713152    13.0   13.0
 11 3401.258987 4.620E-29 3.893E+00.02970.195 4612.79040.26-.018380          1 0 0          0 0 0 16  9  8       17  8  9      434233807360713049    99.0  105.0
 11 3401.260329 2.512E-29 5.657E-01.03620.250 4074.03860.33-.016840          1 1 0          0 1 0 13  3 11       13  4 10      434233807294713152    27.0   27.0
 11 3401.273491 1.497E-27 3.972E-01.01990.265 3386.37950.05-.001540          0 3 0          0 1 0 13  1 12       12  2 11      434223807294713152    81.0   75.0
 11 3401.431533 4.226E-26 2.580E-03.07880.333 1590.69010.73-.002960          1 0 0          0 0 0  9  4  5        8  7  2      564223307360713049    57.0   51.0
 11 3401.499016 9.557E-23 3.833E+00.03110.255 1524.84790.14-.008603          1 0 0          0 0 0 10  2  9       11  1 10      587777595910162545    63.0   69.0
 11 3401.533838 1.801E-30 1.952E-09.07810.371  648.97870.670.000000          0 2 0          0 0 0  5  5  0        6  3  4     q5222308079917122 0    33.0   39.0
 11 3401.644762 2.764E-30 3.922E-07.06000.298 1538.14950.570.000000          0 0 1          0 0 0  9  2  7       10  3  7     q5322308079917122 0    19.0   21.0
 11 3401.675210 4.646E-30 1.457E-08.07340.352  931.23710.650.000000          0 0 1          0 0 0  7  1  7        7  4  3     q5322308079917122 0    45.0   45.0
 11 3401.729632 1.192E-30 7.868E-02.07920.352 4426.06640.680.001550          1 2 0          1 0 0  8  3  6        7  2  5      432230807294713152    51.0   45.0
 11 3401.892937 3.938E-28 2.116E-01.07710.298 3253.73790.71-.003940          0 3 0          0 1 0 10  5  5       10  4  6      434223807294713152    21.0   21.0
 11 3402.036463 1.645E-30 6.059E-01.08430.352 4527.94940.69-.005780          1 0 1          0 0 1  7  1  6        7  2  5      432230807294713152    15.0   15.0
 11 3402.060018 5.801E-29 7.900E-02.08420.371 3601.85890.690.002180          0 4 0          0 2 0  7  2  5        6  1  6      434233807294713152    45.0   39.0
 11 3402.083888 1.854E-22 2.558E-02.09640.489  224.83840.750.003053          0 2 0          0 0 0  5  2  3        4  1  4      587777305910162545    33.0   27.0
 11 3402.158289 4.599E-24 1.353E-02.08420.397  888.59880.77-.008264          0 0 1          0 0 0  6  1  5        6  5  2      587777305910162545    39.0   39.0
 11 3402.320656 5.758E-29 1.975E-05.06020.250 1806.67160.660.004390          0 1 0          0 0 0 14  8  6       13  1 13      472230807260713049    29.0   27.0
 11 3402.332594 1.251E-29 3.303E+00.01610.208 4847.62220.03-.016270          0 1 1          0 1 0 16  1 15       16  3 14      434233807294713152    99.0   99.0
 11 3402.379109 2.724E-30 6.729E-01.06720.391 4381.90400.62-.002530          2 0 0          1 0 0  5  4  2        5  5  1      432230807294713152    11.0   11.0
 11 3402.520062 7.021E-30 3.797E+01.08530.298 5355.26290.72-.004330          0 0 2          0 0 1  9  4  5       10  4  6      432230807294713152    57.0   63.0
 11 3402.569755 1.064E-30 1.890E+00.06660.333 4851.53780.60-.008630          1 0 1          0 0 1  7  5  2        8  4  5      432230807294713152    15.0   17.0
 11 3402.589291 8.190E-30 6.744E-01.06830.391 4381.90400.63-.002470          2 0 0          1 0 0  5  4  1        5  5  0      434233807294713152    33.0   33.0
 11 3402.614501 1.054E-30 5.294E-01.04270.281 4905.65350.38-.008700          1 2 0          0 2 0 11  1 10       11  2  9      432230807294713152    69.0   69.0
 11 3402.640485 5.355E-29 3.467E+00.09370.391 4065.13180.73-.007120          2 0 0          1 0 0  4  1  3        5  2  4      434223807294713152     9.0   11.0
 11 3402.665279 4.207E-30 3.326E+00.01590.208 4847.18900.03-.013820          0 1 1          0 1 0 16  2 15       16  2 14      432230807294713152    33.0   33.0
 11 3402.681311 2.687E-30 5.343E-07.06460.315 1810.58790.600.000000          1 0 0          0 0 0  8  7  2        9  7  2     q5422308079917122 0    51.0   57.0
 11 3402.683728 1.782E-30 3.542E+01.01420.221 5484.0009-.08-.014490          0 2 1          0 2 0 14  1 14       15  1 15      432230807294713152    29.0   31.0
 11 3402.695160 4.750E-24 1.112E-02.10160.480  488.13420.86-.011001          0 0 1          0 0 0  3  0  3        4  4  0      587777305910162545     7.0    9.0
 11 3402.754461 9.813E-28 2.812E+00.01200.183 3940.5869-.06-.016730          0 0 1          0 0 0 18  1 17       18  3 16      434223807260713049   111.0  111.0
 11 3402.796405 3.272E-28 2.813E+00.01190.183 3940.5447-.06-.016740          0 0 1          0 0 0 18  2 17       18  2 16      434223807260713049    37.0   37.0
 11 3402.938019 2.468E-29 7.274E-02.03050.235 3655.48470.31-.000500          0 3 0          0 1 0 13  3 11       14  0 14      434233807294713152    27.0   29.0
 11 3403.068312 5.029E-28 4.001E-01.01980.265 3386.05240.05-.001330          0 3 0          0 1 0 13  2 12       12  1 11      434223807294713152    27.0   25.0
 11 3403.133848 3.123E-30 2.208E-03.04460.221 3629.09630.48-.019160          1 0 0          0 0 0 16  4 13       15  7  8      432230807360713049    99.0   93.0
 11 3403.150889 7.625E-28 2.179E-01.04550.333 3306.29510.46-.005930          1 1 0          0 1 0  8  6  3        8  7  2      434223807294713152    51.0   51.0
 11 3403.160261 2.767E-30 1.210E+00.06470.315 4837.69960.56-.003090          2 0 0          1 0 0  9  1  8        9  2  7      432230807294713152    57.0   57.0
 11 3403.165930 2.545E-28 2.182E-01.04560.333 3306.29550.46-.005860          1 1 0          0 1 0  8  6  2        8  7  1      434233807294713152    17.0   17.0
 11 3403.230829 9.777E-29 6.164E+00.10280.456 3833.57670.75-.010410          2 0 0          0 0 1  1  1  1        2  1  2      734233807294713152     3.0    5.0
 11 3403.274334 7.477E-30 9.860E-01.04560.250 4437.39970.43-.015440          1 1 0          0 1 0 13  5  9       13  6  8      432230807294713152    27.0   27.0
 11 3403.309695 2.749E-29 1.393E+01.06830.352 4563.98960.59-.006810          1 0 1          1 0 0  6  4  3        7  4  4      434233807294713152    13.0   15.0
 11 3403.398460 1.156E-30 1.166E+00.07870.315 4783.64070.68-.008620          0 2 1          0 2 0  9  3  6        9  5  5      432230807294713152    19.0   19.0
 11 3403.400886 3.560E-25 4.366E-01.09640.444 2053.96870.74-.007100          1 1 0          0 1 0  4  1  4        5  2  3      464723305994163152    27.0   33.0
 11 3403.429358 9.131E-30 6.604E-03.04110.265 3592.42390.42-.014500          1 1 0          0 1 0 13  0 13       12  3 10      432230807294713152    81.0   75.0
 11 3403.429376 9.460E-26 3.431E+00.04570.298 2904.42840.39-.014660          1 1 0          0 1 0  9  1  8       10  2  9      464223305994713152    57.0   63.0
